"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 28 07:54:16 GMT 2025","Mon Apr 28 07:54:19 GMT 2025","2671","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildWithWireMockTest","User should be able to start build (with WireMock)",""
"passed","Mon Apr 28 07:55:01 GMT 2025","Mon Apr 28 07:55:29 GMT 2025","28081","UI tests","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Apr 28 07:54:08 GMT 2025","Mon Apr 28 07:54:10 GMT 2025","2391","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Mon Apr 28 07:54:11 GMT 2025","Mon Apr 28 07:55:18 GMT 2025","67285","UI tests","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Mon Apr 28 07:54:11 GMT 2025","Mon Apr 28 07:55:34 GMT 2025","83740","UI tests","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Mon Apr 28 07:54:16 GMT 2025","Mon Apr 28 07:54:21 GMT 2025","4921","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildTest","User should be able to start build",""
"passed","Mon Apr 28 07:53:55 GMT 2025","Mon Apr 28 07:54:48 GMT 2025","53365","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Mon Apr 28 07:53:55 GMT 2025","Mon Apr 28 07:55:02 GMT 2025","67818","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Mon Apr 28 07:54:15 GMT 2025","Mon Apr 28 07:54:15 GMT 2025","122","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create project",""
"passed","Mon Apr 28 07:54:11 GMT 2025","Mon Apr 28 07:54:15 GMT 2025","4026","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Apr 28 07:53:55 GMT 2025","Mon Apr 28 07:54:59 GMT 2025","63990","UI tests","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Apr 28 07:54:48 GMT 2025","Mon Apr 28 07:55:04 GMT 2025","15860","UI tests","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Mon Apr 28 07:54:15 GMT 2025","Mon Apr 28 07:54:15 GMT 2025","339","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
"passed","Mon Apr 28 07:54:13 GMT 2025","Mon Apr 28 07:54:13 GMT 2025","456","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Mon Apr 28 07:54:13 GMT 2025","Mon Apr 28 07:54:18 GMT 2025","4305","API tests","API tests","com.teamcity.api.SearchTest","com.teamcity.api.SearchTest","searchTest","User should be able to search models",""
"passed","Mon Apr 28 07:54:59 GMT 2025","Mon Apr 28 07:55:19 GMT 2025","19673","UI tests","chrome","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Mon Apr 28 07:54:16 GMT 2025","Mon Apr 28 07:54:16 GMT 2025","474","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Mon Apr 28 07:55:20 GMT 2025","Mon Apr 28 07:55:41 GMT 2025","21824","UI tests","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Mon Apr 28 07:54:08 GMT 2025","Mon Apr 28 07:54:15 GMT 2025","6546","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Mon Apr 28 07:54:08 GMT 2025","Mon Apr 28 07:54:11 GMT 2025","2741","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
