"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 10 21:56:51 GMT 2024","Tue Sep 10 21:56:51 GMT 2024","242","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Tue Sep 10 21:56:48 GMT 2024","Tue Sep 10 21:56:48 GMT 2024","134","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Tue Sep 10 21:54:11 GMT 2024","Tue Sep 10 21:55:05 GMT 2024","53878","Surefire suite","Surefire test","com.teamcity.ui.SetupServerTest","com.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Tue Sep 10 21:56:46 GMT 2024","Tue Sep 10 21:56:47 GMT 2024","408","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Tue Sep 10 21:56:50 GMT 2024","Tue Sep 10 21:56:50 GMT 2024","225","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithIdExceedingLimitTest","User should not be able to create project with id exceeding the limit",""
"passed","Tue Sep 10 21:56:55 GMT 2024","Tue Sep 10 21:56:57 GMT 2024","1515","Surefire suite","Surefire test","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildWithWireMockTest","User should be able to start build (with WireMock)",""
"passed","Tue Sep 10 21:56:12 GMT 2024","Tue Sep 10 21:56:19 GMT 2024","6629","Surefire suite","Surefire test","com.teamcity.api.SetupAgentTest","com.teamcity.api.SetupAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Tue Sep 10 21:56:51 GMT 2024","Tue Sep 10 21:56:55 GMT 2024","3973","Surefire suite","Surefire test","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildTest","User should be able to start build",""
"passed","Tue Sep 10 21:56:50 GMT 2024","Tue Sep 10 21:56:50 GMT 2024","67","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create project",""
"passed","Tue Sep 10 21:56:49 GMT 2024","Tue Sep 10 21:56:49 GMT 2024","217","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithSameIdTest","User should not be able to create two build types with the same id",""
"passed","Tue Sep 10 21:56:50 GMT 2024","Tue Sep 10 21:56:50 GMT 2024","119","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
"passed","Tue Sep 10 21:56:50 GMT 2024","Tue Sep 10 21:56:51 GMT 2024","243","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"passed","Tue Sep 10 21:56:49 GMT 2024","Tue Sep 10 21:56:50 GMT 2024","319","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Tue Sep 10 21:56:49 GMT 2024","Tue Sep 10 21:56:49 GMT 2024","345","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Tue Sep 10 21:56:48 GMT 2024","Tue Sep 10 21:56:48 GMT 2024","247","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Tue Sep 10 21:56:47 GMT 2024","Tue Sep 10 21:56:48 GMT 2024","906","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Tue Sep 10 21:56:39 GMT 2024","Tue Sep 10 21:56:46 GMT 2024","7053","Surefire suite","Surefire test","com.teamcity.api.SearchTest","com.teamcity.api.SearchTest","searchTest","User should be able to search models",""
