"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 20 21:45:42 GMT 2024","Wed Mar 20 21:45:42 GMT 2024","209","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Wed Mar 20 21:45:44 GMT 2024","Wed Mar 20 21:45:44 GMT 2024","100","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create project",""
"passed","Wed Mar 20 21:45:45 GMT 2024","Wed Mar 20 21:45:45 GMT 2024","248","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"passed","Wed Mar 20 21:45:37 GMT 2024","Wed Mar 20 21:45:38 GMT 2024","1350","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Wed Mar 20 21:45:43 GMT 2024","Wed Mar 20 21:45:43 GMT 2024","275","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Wed Mar 20 21:45:44 GMT 2024","Wed Mar 20 21:45:45 GMT 2024","161","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
"passed","Wed Mar 20 21:45:39 GMT 2024","Wed Mar 20 21:45:42 GMT 2024","3141","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Wed Mar 20 21:45:44 GMT 2024","Wed Mar 20 21:45:44 GMT 2024","321","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Wed Mar 20 21:45:45 GMT 2024","Wed Mar 20 21:45:45 GMT 2024","201","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithIdExceedingLimitTest","User should not be able to create project with id exceeding the limit",""
"passed","Wed Mar 20 21:43:00 GMT 2024","Wed Mar 20 21:43:51 GMT 2024","50238","Surefire suite","Surefire test","com.teamcity.ui.SetupServerTest","com.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Wed Mar 20 21:45:43 GMT 2024","Wed Mar 20 21:45:43 GMT 2024","335","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Wed Mar 20 21:45:46 GMT 2024","Wed Mar 20 21:45:50 GMT 2024","4232","Surefire suite","Surefire test","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildTest","User should be able to start build",""
"passed","Wed Mar 20 21:45:43 GMT 2024","Wed Mar 20 21:45:44 GMT 2024","232","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithSameIdTest","User should not be able to create two build types with the same id",""
"passed","Wed Mar 20 21:45:45 GMT 2024","Wed Mar 20 21:45:46 GMT 2024","281","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Wed Mar 20 21:45:08 GMT 2024","Wed Mar 20 21:45:18 GMT 2024","9814","Surefire suite","Surefire test","com.teamcity.api.SetupAgentTest","com.teamcity.api.SetupAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
