"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 29 12:36:09 GMT 2024","Thu Feb 29 12:36:09 GMT 2024","409","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Thu Feb 29 12:36:15 GMT 2024","Thu Feb 29 12:36:15 GMT 2024","213","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
"passed","Thu Feb 29 12:36:15 GMT 2024","Thu Feb 29 12:36:15 GMT 2024","220","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithIdExceedingLimitTest","User should not be able to create project with id exceeding the limit",""
"passed","Thu Feb 29 12:36:15 GMT 2024","Thu Feb 29 12:36:15 GMT 2024","70","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create project",""
"passed","Thu Feb 29 12:33:23 GMT 2024","Thu Feb 29 12:34:17 GMT 2024","54262","Surefire suite","Surefire test","com.teamcity.ui.SetupServerTest","com.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Thu Feb 29 12:37:28 GMT 2024","Thu Feb 29 12:37:41 GMT 2024","13133","Surefire suite","Surefire test","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Thu Feb 29 12:36:08 GMT 2024","Thu Feb 29 12:36:09 GMT 2024","192","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Thu Feb 29 12:37:21 GMT 2024","Thu Feb 29 12:37:28 GMT 2024","6754","Surefire suite","Surefire test","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Thu Feb 29 12:36:10 GMT 2024","Thu Feb 29 12:36:10 GMT 2024","259","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithSameIdTest","User should not be able to create two build types with the same id",""
"passed","Thu Feb 29 12:36:30 GMT 2024","Thu Feb 29 12:37:04 GMT 2024","33599","Surefire suite","Surefire test","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Thu Feb 29 12:37:12 GMT 2024","Thu Feb 29 12:37:21 GMT 2024","9204","Surefire suite","Surefire test","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Thu Feb 29 12:35:34 GMT 2024","Thu Feb 29 12:35:44 GMT 2024","9930","Surefire suite","Surefire test","com.teamcity.api.SetupAgentTest","com.teamcity.api.SetupAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Thu Feb 29 12:36:15 GMT 2024","Thu Feb 29 12:36:16 GMT 2024","226","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"passed","Thu Feb 29 12:36:09 GMT 2024","Thu Feb 29 12:36:09 GMT 2024","317","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Thu Feb 29 12:36:11 GMT 2024","Thu Feb 29 12:36:15 GMT 2024","4031","Surefire suite","Surefire test","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildTest","User should be able to start build",""
"passed","Thu Feb 29 12:36:05 GMT 2024","Thu Feb 29 12:36:08 GMT 2024","3039","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Thu Feb 29 12:36:10 GMT 2024","Thu Feb 29 12:36:10 GMT 2024","371","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Thu Feb 29 12:36:16 GMT 2024","Thu Feb 29 12:36:16 GMT 2024","230","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Thu Feb 29 12:36:03 GMT 2024","Thu Feb 29 12:36:05 GMT 2024","1379","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Thu Feb 29 12:37:04 GMT 2024","Thu Feb 29 12:37:11 GMT 2024","7063","Surefire suite","Surefire test","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
