"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 31 10:40:01 GMT 2024","Wed Jan 31 10:40:08 GMT 2024","7008","Surefire suite","Surefire test","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Wed Jan 31 10:39:48 GMT 2024","Wed Jan 31 10:40:01 GMT 2024","12747","Surefire suite","Surefire test","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Wed Jan 31 10:40:12 GMT 2024","Wed Jan 31 10:40:12 GMT 2024","143","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Wed Jan 31 10:40:14 GMT 2024","Wed Jan 31 10:40:14 GMT 2024","190","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithSameIdTest","User should not be able to create two build types with the same id",""
"passed","Wed Jan 31 10:40:14 GMT 2024","Wed Jan 31 10:40:15 GMT 2024","138","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithIdExceedingLimitTest","User should not be able to create project with id exceeding the limit",""
"passed","Wed Jan 31 10:40:15 GMT 2024","Wed Jan 31 10:40:15 GMT 2024","134","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"passed","Wed Jan 31 10:40:14 GMT 2024","Wed Jan 31 10:40:14 GMT 2024","99","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
"passed","Wed Jan 31 10:38:58 GMT 2024","Wed Jan 31 10:39:24 GMT 2024","26178","Surefire suite","Surefire test","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Wed Jan 31 10:40:13 GMT 2024","Wed Jan 31 10:40:13 GMT 2024","216","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Wed Jan 31 10:39:40 GMT 2024","Wed Jan 31 10:39:48 GMT 2024","8200","Surefire suite","Surefire test","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Wed Jan 31 10:39:24 GMT 2024","Wed Jan 31 10:39:40 GMT 2024","15123","Surefire suite","Surefire test","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Wed Jan 31 10:36:00 GMT 2024","Wed Jan 31 10:36:55 GMT 2024","55187","Surefire suite","Surefire test","com.teamcity.ui.SetupFirstStartTest","com.teamcity.ui.SetupFirstStartTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Wed Jan 31 10:40:12 GMT 2024","Wed Jan 31 10:40:12 GMT 2024","406","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Wed Jan 31 10:40:14 GMT 2024","Wed Jan 31 10:40:14 GMT 2024","43","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create project",""
"passed","Wed Jan 31 10:40:08 GMT 2024","Wed Jan 31 10:40:12 GMT 2024","3349","Surefire suite","Surefire test","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildTest","User should be able to start build",""
"passed","Wed Jan 31 10:40:15 GMT 2024","Wed Jan 31 10:40:15 GMT 2024","205","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Wed Jan 31 10:40:13 GMT 2024","Wed Jan 31 10:40:13 GMT 2024","239","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Wed Jan 31 10:40:14 GMT 2024","Wed Jan 31 10:40:14 GMT 2024","248","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Wed Jan 31 10:38:04 GMT 2024","Wed Jan 31 10:38:38 GMT 2024","33882","Surefire suite","Surefire test","com.teamcity.ui.SetupFirstStartTest","com.teamcity.ui.SetupFirstStartTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Wed Jan 31 10:40:13 GMT 2024","Wed Jan 31 10:40:13 GMT 2024","173","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
