"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 28 08:33:16 GMT 2025","Mon Apr 28 08:34:39 GMT 2025","82873","UI tests","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Mon Apr 28 08:33:34 GMT 2025","Mon Apr 28 08:33:42 GMT 2025","7168","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Mon Apr 28 08:33:43 GMT 2025","Mon Apr 28 08:33:46 GMT 2025","2956","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildWithWireMockTest","User should be able to start build (with WireMock)",""
"passed","Mon Apr 28 08:33:39 GMT 2025","Mon Apr 28 08:33:39 GMT 2025","589","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithSameIdTest","User should not be able to create two build types with the same id",""
"passed","Mon Apr 28 08:34:24 GMT 2025","Mon Apr 28 08:34:46 GMT 2025","22203","UI tests","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Mon Apr 28 08:33:16 GMT 2025","Mon Apr 28 08:34:33 GMT 2025","77135","UI tests","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Apr 28 08:33:34 GMT 2025","Mon Apr 28 08:33:37 GMT 2025","2413","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Mon Apr 28 08:33:39 GMT 2025","Mon Apr 28 08:33:40 GMT 2025","597","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Mon Apr 28 08:33:40 GMT 2025","Mon Apr 28 08:33:45 GMT 2025","5088","API tests","API tests","com.teamcity.api.SearchTest","com.teamcity.api.SearchTest","searchTest","User should be able to search models",""
"passed","Mon Apr 28 08:33:42 GMT 2025","Mon Apr 28 08:33:42 GMT 2025","143","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create project",""
"passed","Mon Apr 28 08:33:42 GMT 2025","Mon Apr 28 08:33:42 GMT 2025","283","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
"passed","Mon Apr 28 08:33:15 GMT 2025","Mon Apr 28 08:34:23 GMT 2025","68776","UI tests","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Apr 28 08:33:38 GMT 2025","Mon Apr 28 08:33:38 GMT 2025","679","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Mon Apr 28 08:33:42 GMT 2025","Mon Apr 28 08:33:42 GMT 2025","427","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithIdExceedingLimitTest","User should not be able to create project with id exceeding the limit",""
"passed","Mon Apr 28 08:33:37 GMT 2025","Mon Apr 28 08:33:42 GMT 2025","4582","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Apr 28 08:33:42 GMT 2025","Mon Apr 28 08:33:43 GMT 2025","500","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"passed","Mon Apr 28 08:31:06 GMT 2025","Mon Apr 28 08:31:59 GMT 2025","53139","Surefire suite","chrome","com.teamcity.ui.SetupServerTest","com.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Mon Apr 28 08:33:43 GMT 2025","Mon Apr 28 08:33:51 GMT 2025","8019","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildTest","User should be able to start build",""
"passed","Mon Apr 28 08:34:24 GMT 2025","Mon Apr 28 08:34:45 GMT 2025","20825","UI tests","chrome","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Mon Apr 28 08:33:15 GMT 2025","Mon Apr 28 08:34:13 GMT 2025","58061","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Mon Apr 28 08:33:34 GMT 2025","Mon Apr 28 08:33:37 GMT 2025","2924","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Mon Apr 28 08:33:15 GMT 2025","Mon Apr 28 08:34:28 GMT 2025","73455","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Mon Apr 28 08:34:36 GMT 2025","Mon Apr 28 08:35:01 GMT 2025","25280","UI tests","firefox","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Mon Apr 28 08:33:13 GMT 2025","Mon Apr 28 08:33:18 GMT 2025","4547","Surefire suite","Surefire test","com.teamcity.api.SetupAgentTest","com.teamcity.api.SetupAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Mon Apr 28 08:34:13 GMT 2025","Mon Apr 28 08:34:32 GMT 2025","18585","UI tests","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Mon Apr 28 08:33:43 GMT 2025","Mon Apr 28 08:33:43 GMT 2025","619","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Mon Apr 28 08:33:16 GMT 2025","Mon Apr 28 08:34:22 GMT 2025","65921","UI tests","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
