"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jan 29 14:53:04 GMT 2024","Mon Jan 29 14:53:04 GMT 2024","307","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Mon Jan 29 14:53:06 GMT 2024","Mon Jan 29 14:53:06 GMT 2024","31","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create project",""
"failed","Mon Jan 29 14:53:04 GMT 2024","Mon Jan 29 14:53:04 GMT 2024","150","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Mon Jan 29 14:53:04 GMT 2024","Mon Jan 29 14:53:05 GMT 2024","162","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Mon Jan 29 14:52:51 GMT 2024","Mon Jan 29 14:53:02 GMT 2024","10669","Surefire suite","Surefire test","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Mon Jan 29 14:49:15 GMT 2024","Mon Jan 29 14:50:04 GMT 2024","49437","Surefire suite","Surefire test","com.teamcity.ui.SetupFirstStartTest","com.teamcity.ui.SetupFirstStartTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"failed","Mon Jan 29 14:53:05 GMT 2024","Mon Jan 29 14:53:05 GMT 2024","88","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Jan 29 14:52:38 GMT 2024","Mon Jan 29 14:52:51 GMT 2024","12761","Surefire suite","Surefire test","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Mon Jan 29 14:52:05 GMT 2024","Mon Jan 29 14:52:28 GMT 2024","22543","Surefire suite","Surefire test","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Jan 29 14:53:06 GMT 2024","Mon Jan 29 14:53:07 GMT 2024","125","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"failed","Mon Jan 29 14:52:05 GMT 2024","Mon Jan 29 14:52:05 GMT 2024","203","Surefire suite","Surefire test","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"failed","Mon Jan 29 14:53:02 GMT 2024","Mon Jan 29 14:53:03 GMT 2024","127","Surefire suite","Surefire test","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildTest","User should be able to start build",""
"failed","Mon Jan 29 14:53:05 GMT 2024","Mon Jan 29 14:53:05 GMT 2024","107","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"failed","Mon Jan 29 14:53:06 GMT 2024","Mon Jan 29 14:53:06 GMT 2024","84","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Mon Jan 29 14:53:06 GMT 2024","Mon Jan 29 14:53:06 GMT 2024","152","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithIdExceedingLimitTest","User should not be able to create project with id exceeding the limit",""
"failed","Mon Jan 29 14:53:05 GMT 2024","Mon Jan 29 14:53:06 GMT 2024","134","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithSameIdTest","User should not be able to create two build types with the same id",""
"passed","Mon Jan 29 14:52:28 GMT 2024","Mon Jan 29 14:52:38 GMT 2024","10200","Surefire suite","Surefire test","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Mon Jan 29 14:53:07 GMT 2024","Mon Jan 29 14:53:07 GMT 2024","127","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Mon Jan 29 14:51:12 GMT 2024","Mon Jan 29 14:51:44 GMT 2024","32204","Surefire suite","Surefire test","com.teamcity.ui.SetupFirstStartTest","com.teamcity.ui.SetupFirstStartTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Mon Jan 29 14:53:06 GMT 2024","Mon Jan 29 14:53:06 GMT 2024","104","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
